Kanal;   Energie(keV); Impulse
       1;    16.9617;          442   
       2;    17.8370;          513   
       3;    18.7122;          428   
       4;    19.5875;          437   
       5;    20.4628;          413   
       6;    21.3381;          374   
       7;    22.2133;          391   
       8;    23.0886;          375   
       9;    23.9639;          343   
      10;    24.8392;          375   
      11;    25.7144;          355   
      12;    26.5897;          318   
      13;    27.4650;          353   
      14;    28.3403;          341   
      15;    29.2155;          291   
      16;    30.0908;          309   
      17;    30.9661;          313   
      18;    31.8414;          324   
      19;    32.7166;          318   
      20;    33.5919;          322   
      21;    34.4672;          306   
      22;    35.3425;          307   
      23;    36.2177;          312   
      24;    37.0930;          315   
      25;    37.9683;          304   
      26;    38.8436;          319   
      27;    39.7188;          289   
      28;    40.5941;          326   
      29;    41.4694;          306   
      30;    42.3447;          315   
      31;    43.2199;          302   
      32;    44.0952;          275   
      33;    44.9705;          292   
      34;    45.8458;          265   
      35;    46.7210;          270   
      36;    47.5963;          285   
      37;    48.4716;          335   
      38;    49.3469;          306   
      39;    50.2221;          257   
      40;    51.0974;          246   
      41;    51.9727;          259   
      42;    52.8480;          278   
      43;    53.7232;          260   
      44;    54.5985;          247   
      45;    55.4738;          274   
      46;    56.3491;          262   
      47;    57.2243;          252   
      48;    58.0996;          261   
      49;    58.9749;          249   
      50;    59.8502;          254   
      51;    60.7254;          272   
      52;    61.6007;          282   
      53;    62.4760;          272   
      54;    63.3513;          276   
      55;    64.2265;          303   
      56;    65.1018;          279   
      57;    65.9771;          276   
      58;    66.8524;          323   
      59;    67.7276;          349   
      60;    68.6029;          305   
      61;    69.4782;          313   
      62;    70.3535;          307   
      63;    71.2287;          347   
      64;    72.1040;          354   
      65;    72.9793;          357   
      66;    73.8546;          408   
      67;    74.7298;          519   
      68;    75.6051;          759   
      69;    76.4804;          640   
      70;    77.3557;         1033   
      71;    78.2309;          951   
      72;    79.1062;          453   
      73;    79.9815;          390   
      74;    80.8568;          375   
      75;    81.7320;          410   
      76;    82.6073;          400   
      77;    83.4826;          425   
      78;    84.3579;          366   
      79;    85.2331;          429   
      80;    86.1084;          460   
      81;    86.9837;          698   
      82;    87.8590;          805   
      83;    88.7342;          626   
      84;    89.6095;          576   
      85;    90.4848;          558   
      86;    91.3601;          495   
      87;    92.2353;          475   
      88;    93.1106;          396   
      89;    93.9859;          432   
      90;    94.8612;          489   
      91;    95.7364;          469   
      92;    96.6117;          483   
      93;    97.4870;          448   
      94;    98.3623;          487   
      95;    99.2375;          474   
      96;   100.1128;          467   
      97;   100.9881;          440   
      98;   101.8634;          444   
      99;   102.7386;          440   
     100;   103.6139;          472   
     101;   104.4892;          464   
     102;   105.3645;          482   
     103;   106.2397;          525   
     104;   107.1150;          498   
     105;   107.9903;          507   
     106;   108.8656;          499   
     107;   109.7408;          471   
     108;   110.6161;          495   
     109;   111.4914;          474   
     110;   112.3667;          510   
     111;   113.2419;          533   
     112;   114.1172;          503   
     113;   114.9925;          497   
